Row_no,No,Showing_time,Mode,Font_size,Font_color,Created_time,Converted_time,Time_interval,Danmaku_pool,RowID,user_id_encrypt,Barrages_original,Barrages_simplified,VideoID
1,,181.41600,1,25,16777215,1584242291,2020-03-14 22:18:11,660,0,29810222356758535,384f594b,"奥运会啊,报道了的话，会停止了。损失很大。",,91101531
2,,94.87700,1,25,16777215,1584242247,2020-03-14 22:17:27,660,0,29810287921594375,5f120e3d,他们要开奥运会，这是一场日本的赌博，命和经济作为筹码的赌博,,91101531
3,,98.35700,5,25,15138834,1584242239,2020-03-14 22:17:19,660,0,29810314886250503,5f120e3d,中国的医疗资源都顶不住，更何况日本，日本东京有多大的密集度差一下可以很清楚,,91101531
4,,191.12200,1,25,16777215,1584242437,2020-03-14 22:20:37,660,0,29810505662070789,58e62700,啊，这熟悉的步伐。,,91101531
5,,107.69900,1,25,16777215,1584241846,2020-03-14 22:10:46,660,0,29810574501085187,1ab47725,心真大,,91101531
6,,110.77900,1,25,16707842,1584242440,2020-03-14 22:20:40,660,0,29810583664066565,1ab47725,心真大,,91101531
7,,238.64600,1,25,16777215,1584241813,2020-03-14 22:10:13,660,0,29810746738606087,8df94272,小问好你是否有很多朋友,,91101531
8,,82.47400,1,25,16777215,1584242204,2020-03-14 22:16:44,660,0,29811131930378247,178125a6,nb,,91101531
9,,118.78500,1,25,16777215,1584242207,2020-03-14 22:16:47,660,0,29811150889156613,178125a6,还秀,,91101531
10,,193.30700,1,25,16777215,1584241907,2020-03-14 22:11:47,660,0,29811189927641091,178125a6,是不是反了？,,91101531
11,,258.08300,1,25,16777215,1584242217,2020-03-14 22:16:57,660,0,29811223977000965,178125a6,口罩两面颜色不一样,,91101531
12,,156.20600,1,25,16777215,1584241973,2020-03-14 22:12:53,660,0,29811269731090437,ba9515a7,中国一开始也不当一回事,,91101531
13,,24.34100,1,25,16777215,1584241906,2020-03-14 22:11:46,660,0,29811358189486085,b28cec7c,不要回来了，回来会害人,,91101531
14,,336.97300,1,25,16777215,1584242240,2020-03-14 22:17:20,660,0,29811581693460483,9cdbaae9,下次一定定定定~~~~,,91101531
15,,336.55400,1,25,16777215,1584242436,2020-03-14 22:20:36,660,0,29811770203832323,7f9c5376,下次一定,,91101531
16,,129.20400,1,25,16777215,1584105075,2020-03-13 08:11:15,659,0,29811870839865349,757a102,？??????????,,91101531
17,,18.35900,1,25,16777215,1584105075,2020-03-13 08:11:15,659,0,29811885318078471,d2ca2274,胡建,,91101531
18,,205.68300,1,25,16777215,1584105075,2020-03-13 08:11:15,659,0,29811888516759559,932b66cf,你就是233,,91101531
19,,231.20000,1,25,16777215,1584241751,2020-03-14 22:09:11,660,0,29811899588673541,356a5956,哈哈哈哈哈哈,,91101531
20,,335.56200,1,25,16777215,1584241807,2020-03-14 22:10:07,660,0,29811907250618373,9e75f650,下次一定,,91101531
21,,313.47400,1,25,16777215,1584105075,2020-03-13 08:11:15,659,0,29812056468226055,e7be8ebc,回来就隔离呀，在中国才有人会照顾，而且有底放得下心。,,91101531
22,,18.84000,1,25,16777215,1584242240,2020-03-14 22:17:20,660,0,29812142401126403,2158f13c,和家里人说：下次一定！,,91101531
23,,335.06800,1,25,16777215,1584105075,2020-03-13 08:11:15,659,0,29812207717449795,d8792d50,知道的拉,,91101531
24,,184.34700,1,25,16777215,1584105075,2020-03-13 08:11:15,659,0,29812267398201349,3be22c95,瘸了,,91101531
25,,128.75100,1,25,16777215,1584105075,2020-03-13 08:11:15,659,0,29812364194349059,a0979f1a,?？?,,91101531
26,,88.62500,1,25,16777215,1584242422,2020-03-14 22:20:22,660,0,29812892580708355,92905b0f,？？？,,91101531
27,,214.17900,1,25,16777215,1584105075,2020-03-13 08:11:15,659,0,29813339924201477,7d3a914f,小孩比较安全，老人死亡率很高的,,91101531
28,,113.59300,1,25,16777215,1584242244,2020-03-14 22:17:24,660,0,29813369860521991,3bff7c91,是时候颠覆我们对德国日本严谨的刻板印象了,,91101531
29,,123.05300,1,25,15138834,1584105075,2020-03-13 08:11:15,659,0,29813389420134407,3bff7c91,密恐死了,,91101531
30,,180.30200,1,25,16777215,1584242439,2020-03-14 22:20:39,660,0,29813432746246149,3bff7c91,在日本还好，平时他们也习惯戴口罩，起码不会被歧视,,91101531
31,,188.33000,1,25,16777215,1584105075,2020-03-13 08:11:15,659,0,29813461402255367,82beb145,来了来了 ，六亲不认,,91101531
32,,126.30700,1,25,16777215,1584105075,2020-03-13 08:11:15,659,0,29813519682633733,704fef2e,裂开了,,91101531
33,,336.55900,1,25,16777215,1584105075,2020-03-13 08:11:15,659,0,29813539678453765,82beb145,小菜一碟,,91101531
34,,251.66000,1,25,16777215,1584105075,2020-03-13 08:11:15,659,0,29813571570892805,c447441e,我才发现我在抖腿,,91101531
35,,302.81400,1,25,16777215,1584105075,2020-03-13 08:11:15,659,0,29813584801300487,d59544e,万恶的资本主义,,91101531
36,,95.99900,1,25,16777215,1584105075,2020-03-13 08:11:15,659,0,29813760908591107,b975f80a, 因为经济为重,,91101531
37,,109.37400,1,25,16777215,1584105075,2020-03-13 08:11:15,659,0,29814188869156869,9b6dadb2,肺炎誒！！,,91101531
