Row_no,No,Showing_time,Mode,Font_size,Font_color,Created_time,Converted_time,Time_interval,Danmaku_pool,RowID,user_id_encrypt,Barrages_original,Barrages_simplified,VideoID
1,,335.60300,1,25,16777215,1583036217,2020-02-29 22:16:57,646,0,29304575567593479,21db41e8,下次都不会,,91101531
2,,193.07700,1,25,16777215,1583036384,2020-02-29 22:19:44,646,0,29304663128932357,3752a2bc,？？？？,,91101531
3,,152.46600,1,25,16777215,1583036534,2020-02-29 22:22:14,646,0,29304741943050247,af58a86a,有的人就是选择性不听 选择性忽略事实,,91101531
4,,251.49100,1,25,16777215,1583036763,2020-02-29 22:26:03,646,0,29304862090461189,7e370cf4,我仿佛看到了病毒传染地,,91101531
5,,76.73300,5,25,16707842,1583037079,2020-02-29 22:31:19,646,0,29305027888676871,4c02e005,黄  金  精  神,,91101531
6,,184.58600,1,25,15138834,1583037150,2020-02-29 22:32:30,646,0,29305064691597317,fee9b0b8,脸的尺寸有了,,91101531
7,,202.59200,1,25,16707842,1583037180,2020-02-29 22:33:00,646,0,29305080594825221,fee9b0b8,就是戴反了吧,,91101531
8,,224.94900,1,25,16707842,1583037211,2020-02-29 22:33:31,646,0,29305096922726403,fee9b0b8,绝对反了,,91101531
9,,248.64900,1,25,15138834,1583037249,2020-02-29 22:34:09,646,0,29305116621799431,fd91771,害怕,,91101531
10,,254.04700,5,25,15138834,1583037269,2020-02-29 22:34:29,646,0,29305127194066947,fee9b0b8,何止戴口罩。还要测体温,,91101531
11,,134.31300,5,25,16707842,1583037301,2020-02-29 22:35:01,646,0,29305144016371719,4c02e005,不会人传人为什么不让公主号登陆？明显是可以啊,,91101531
12,,100.14000,1,25,16777215,1583037690,2020-02-29 22:41:30,646,0,29305347834380295,eff5d5c1,老龄化问题解决,,91101531
13,,227.61300,5,25,16707842,1583037737,2020-02-29 22:42:17,646,0,29305372689301511,4c02e005,因为年轻人死亡率比较低？？,,91101531
14,,328.31300,5,25,16707842,1583037847,2020-02-29 22:44:07,646,0,29305430561783811,4c02e005,三连,,91101531
15,,324.15300,5,25,16707842,1583037870,2020-02-29 22:44:30,646,0,29305442593144903,4c02e005,长按点赞三连,,91101531
16,,90.86200,1,25,16777215,1583038072,2020-02-29 22:47:52,646,0,29305548564332549,a66678e4,心太大了,,91101531
17,,277.90900,1,25,16777215,1583038174,2020-02-29 22:49:34,646,0,29305601976696839,3850eed4,为了显脸小一定要把镜头放在那么上边的位置吗，好奇怪,,91101531
18,,28.19300,1,25,16777215,1583038247,2020-02-29 22:50:47,646,0,29305640177369093,594f50cf,小猫咪！！！,,91101531
19,,55.48700,1,25,16777215,1583038286,2020-02-29 22:51:26,646,0,29305660688564229,dc8472a9,呵呵呵  好无语,,91101531
20,,277.30600,1,25,16777215,1583038343,2020-02-29 22:52:23,646,0,29305690421985285,9d8202cb,小孩子不是亲生的。,,91101531
21,,135.65900,1,25,16777215,1583038367,2020-02-29 22:52:47,646,0,29305702750093317,dc8472a9,日本一直都很缓慢 哈哈,,91101531
22,,337.04100,1,25,16777215,1583038394,2020-02-29 22:53:14,646,0,29305717295415303,6fcd9014,下次一定,,91101531
23,,236.99800,1,25,16777215,1583038399,2020-02-29 22:53:19,646,0,29305719712382981,9dfe0a74,反过来了,,91101531
24,,258.17100,1,25,16777215,1583038489,2020-02-29 22:54:49,646,0,29305766966984709,dc8472a9,日本就地面干净 和 厕所干净  令我佩服,,91101531
25,,300.36500,1,25,16777215,1583038649,2020-02-29 22:57:29,646,0,29305850733002755,45d10e1b,现在只有北海道叫停了，但是东京比北海道密度大那么多都没叫停,,91101531
26,,49.10600,1,25,16777215,1583038766,2020-02-29 22:59:26,646,0,29305912177459203,ecbaa29d,快回来吧,,91101531
27,,58.59400,1,25,16777215,1583038775,2020-02-29 22:59:35,646,0,29305917082173443,ecbaa29d,回来吧,,91101531
28,,214.83000,1,25,16777215,1583039168,2020-02-29 23:06:08,646,0,29306122850009095,54154dc6,带反了神童！,,91101531
29,,219.14600,1,25,16777215,1583039197,2020-02-29 23:06:37,646,0,29306137924861957,77821ec5,没有反，别刷了,,91101531
30,,34.10100,1,25,16777215,1583039285,2020-02-29 23:08:05,646,0,29306184047001603,d89107c5,厕纸抢没了,,91101531
31,,338.56300,1,25,16777215,1583039292,2020-02-29 23:08:12,646,0,29306187785699333,54154dc6,下次一定,,91101531
32,,311.86100,1,25,16777215,1583039351,2020-02-29 23:09:11,646,0,29306218873356295,3a94f850,中国做得最好，感谢国家,,91101531
33,,3.68000,1,25,16777215,1583039563,2020-02-29 23:12:43,646,0,29306330290847751,70c2cce0,对不起我看成了脚炎,,91101531
34,,339.48900,1,25,16777215,1583039680,2020-02-29 23:14:40,646,0,29306391609999363,b6e66b57,下次一定,,91101531
35,,326.98600,1,25,16777215,1583039809,2020-02-29 23:16:49,646,0,29306459015086083,97f76aaa,下次一定,,91101531
36,,84.71000,1,25,16777215,1583039948,2020-02-29 23:19:08,646,0,29306531813523463,3e9d726,？？？？？？？？？,,91101531
37,,339.45600,1,25,16777215,1583040119,2020-02-29 23:21:59,646,0,29306621705322499,8963ca6b,下次一定,,91101531
38,,269.86000,1,25,15138834,1583040134,2020-02-29 23:22:14,646,0,29306629353635843,20b03f7,发型发型,,91101531
39,,199.98300,1,25,16777215,1583040298,2020-02-29 23:24:58,646,0,29306715168571397,337f0aaf,大姐，你带反了啊,,91101531
40,,100.62000,1,25,16777215,1583040385,2020-02-29 23:26:25,646,0,29306761247719427,cabbd7e4,哎，明白人太少了,,91101531
41,,97.74200,1,25,16777215,1583040468,2020-02-29 23:27:48,646,0,29306804283899909,74ffb001,？？？？？？？？？？？,,91101531
42,,231.69800,1,25,16777215,1583040494,2020-02-29 23:28:14,646,0,29306818176483331,9752f431,哈哈哈哈哈哈哈哈哈哈哈哈,,91101531
43,,211.11700,1,25,16777215,1583040593,2020-02-29 23:29:53,646,0,29306869909028869,c2157a9c,室外还真是不用带,,91101531
44,,75.20400,1,25,16777215,1583040635,2020-02-29 23:30:35,646,0,29306892075401221,ea405c80,这角度好漂亮,,91101531
45,,217.90900,1,25,16777215,1583040642,2020-02-29 23:30:42,646,0,29306895667298311,60883545,暗示，老龄化加剧,,91101531
46,,256.07000,1,25,16777215,1583040663,2020-02-29 23:31:03,646,0,29306906548371459,15756b90,和国内相反啊，国内一般年纪大的不戴口罩。,,91101531
47,,61.42000,1,25,16777215,1583041053,2020-02-29 23:37:33,646,0,29307111034322947,4c7390d0,让别人别回来的你是人吗？,,91101531
48,,226.82600,1,25,16777215,1583041082,2020-02-29 23:38:02,646,0,29307126488236035,e052bb2b,说没带反的 脑子不用捐了吧,,91101531
