Row_no,No,Showing_time,Mode,Font_size,Font_color,Created_time,Converted_time,Time_interval,Danmaku_pool,RowID,user_id_encrypt,Barrages_original,Barrages_simplified,VideoID
48,,71.53900,1,25,16777215,1581335186,2020-02-10 05:46:26,627,0,28412745409363968,eccb96f5,怡思丁！,,87976912
49,,6.63300,1,25,16777215,1581335192,2020-02-10 05:46:32,627,0,28412748754321408,c614ddf3,终于更新了！！！！,,87976912
50,,83.61000,1,25,16777215,1581335192,2020-02-10 05:46:32,627,0,28412748823003140,594b0353,和我一样！,,87976912
51,,54.53000,1,25,16777215,1581335197,2020-02-10 05:46:37,627,0,28412751131967492,1517de2f,哇塞！！！！第一次这么前,,87976912
52,,129.52000,1,25,16777215,1581335145,2020-02-10 05:45:45,627,0,28412724337704962,12169fd,这期大佬甜说话很温柔啊,,87976912
53,,25.12000,1,25,16777215,1581335146,2020-02-10 05:45:46,627,0,28412724696317952,eccb96f5,就喜欢这种视频hhhhhh,,87976912
54,,43.43800,1,25,16777215,1581335139,2020-02-10 05:45:39,627,0,28412721135353856,3cd509b3,承包空屏我甜,,87976912
55,,146.70900,1,25,16777215,1581335151,2020-02-10 05:45:51,627,0,28412727460364290,2e06c6da,长闭口,,87976912
56,,89.59400,5,25,16777215,1581335223,2020-02-10 05:47:03,627,0,28412765056008192,282e5de8,跟我一样哈哈哈,,87976912
57,,362.30200,1,25,16777215,1581335225,2020-02-10 05:47:05,627,0,28412766054252548,48fd01c8,看了一半才发现超级前排啊,,87976912
58,,83.59400,1,25,16777215,1581335226,2020-02-10 05:47:06,627,0,28412766353620992,1517de2f,我来了！！！！,,87976912
59,,151.18600,1,25,16777215,1581335230,2020-02-10 05:47:10,627,0,28412768821444610,abf8af17,涂之前要摇匀,,87976912
60,,114.67900,1,25,16777215,1581335237,2020-02-10 05:47:17,627,0,28412772270211074,9c061041,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,,87976912
61,,36.41900,1,25,16777215,1581335246,2020-02-10 05:47:26,627,0,28412777279258624,14dcffed,看底妆,,87976912
62,,8.39600,1,25,16777215,1581335251,2020-02-10 05:47:31,627,0,28412779767529476,905aaec6,来了来了！,,87976912
63,,109.02600,1,25,16777215,1581335257,2020-02-10 05:47:37,627,0,28412782979842048,1517de2f,爱您~,,87976912
64,,21.82200,1,25,16777215,1581335209,2020-02-10 05:46:49,627,0,28412757896855552,69ed0a83,来了,,87976912
65,,134.04000,1,25,16777215,1581335265,2020-02-10 05:47:45,627,0,28412786986450946,9c061041,这个不是闷痘么,,87976912
66,,305.79800,1,25,16777215,1581335211,2020-02-10 05:46:51,627,0,28412758648684544,c1e8f5b5,哈哈哈,,87976912
67,,82.23200,1,25,16777215,1581335212,2020-02-10 05:46:52,627,0,28412759275732996,282e5de8,跟我一样,,87976912
68,,99.58200,1,25,16777215,1581335212,2020-02-10 05:46:52,627,0,28412759315578880,cf0d33d5,这个防晒黑吗,,87976912
69,,62.70900,1,25,16777215,1581335205,2020-02-10 05:46:45,627,0,28412755397050368,1517de2f,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,,87976912
70,,85.89100,1,25,16777215,1581335305,2020-02-10 05:48:25,627,0,28412808082751488,7699030,是的,,87976912
71,,128.41000,1,25,16777215,1581335315,2020-02-10 05:48:35,627,0,28412813451984898,8b0ef4ca,新版的超级难用……,,87976912
72,,360.55400,1,25,16777215,1581335328,2020-02-10 05:48:48,627,0,28412820247805956,1535e8e1,口红什么色号呀 好好看,,87976912
73,,4.67100,1,25,16777215,1581335330,2020-02-10 05:48:50,627,0,28412820968701956,4b5ed74d,来了！,,87976912
74,,11.90500,1,25,16777215,1581335331,2020-02-10 05:48:51,627,0,28412821733113860,ab96a888,来了,,87976912
75,,157.52400,1,25,16777215,1581335280,2020-02-10 05:48:00,627,0,28412794936229892,cf0d33d5,搓泥,,87976912
76,,377.96200,1,25,16777215,1581335356,2020-02-10 05:49:16,627,0,28412835018047488,1535e8e1,我退了重进的 以为自己没开弹幕,,87976912
77,,80.69700,1,25,16777215,1581335365,2020-02-10 05:49:25,627,0,28412839288897540,b4ed03,这两款都是我喜欢的,,87976912
78,,18.84900,1,25,16777215,1581335367,2020-02-10 05:49:27,627,0,28412840243625986,4f635673,来了,,87976912
79,,487.02600,1,25,16777215,1581335339,2020-02-10 05:48:59,627,0,28412825782714370,2e06c6da,我有这个！,,87976912
80,,131.37800,1,25,16777215,1581335378,2020-02-10 05:49:38,627,0,28412846048542724,ff9e1c28,同款 出门必备,,87976912
81,,224.59700,1,25,16777215,1581335385,2020-02-10 05:49:45,627,0,28412850040471552,dacf422e,有人,,87976912
82,,84.69100,1,25,16777215,1581335388,2020-02-10 05:49:48,627,0,28412851578732546,1e0a5e66,同款,,87976912
83,,88.04100,1,25,16777215,1581335341,2020-02-10 05:49:01,627,0,28412826871660548,e323c429,这个不是有不好的成分吗,,87976912
84,,273.32000,1,25,16777215,1581335445,2020-02-10 05:50:45,627,0,28412881315299330,9c061041,这个真的巨好用，但是我的发霉了草，等开学重新买，我购物车都加好了,,87976912
85,,78.19700,1,25,16777215,1581335448,2020-02-10 05:50:48,627,0,28412883250446336,c3c2428e,防晒：isdin 怡思丁防晒水,,87976912
86,,93.54000,1,25,16777215,1581335462,2020-02-10 05:51:02,627,0,28412890458357762,35f9a89e,鼻影是不是太直了,,87976912
87,,146.99800,1,25,16777215,1581335418,2020-02-10 05:50:18,627,0,28412867390210048,ff9e1c28,对！这个成膜会控油,,87976912
88,,387.88700,1,25,16777215,1581335504,2020-02-10 05:51:44,627,0,28412912437559298,4635cdcc,哈哈，我也是,,87976912
89,,20.36800,1,25,16777215,1581335516,2020-02-10 05:51:56,627,0,28412918366208004,46cf5b29,帽子好看,,87976912
90,,301.51800,1,25,16777215,1581335517,2020-02-10 05:51:57,627,0,28412918965469184,1517de2f,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,,87976912
91,,68.57200,1,25,16777215,1581335473,2020-02-10 05:51:13,627,0,28412895922487298,11ed2ebd,这件衣服有点点好看,,87976912
92,,208.70300,1,25,16777215,1581335476,2020-02-10 05:51:16,627,0,28412897686192128,b4ed03,说烦了的时候好可爱,,87976912
93,,44.71900,1,25,16777215,1581335561,2020-02-10 05:52:41,627,0,28412942052491264,493fcea1,鼻影有一点点奇怪？,,87976912
94,,27.13100,1,25,16777215,1581335567,2020-02-10 05:52:47,627,0,28412945275289600,add99e4d,是有宝宝了么？,,87976912
95,,252.30800,1,25,16777215,1581335572,2020-02-10 05:52:52,627,0,28412947926089728,c9d3f47,喜欢这个衣服,,87976912
96,,366.34500,1,25,16777215,1581335581,2020-02-10 05:53:01,627,0,28412952522522624,1517de2f,我也是！！！,,87976912
97,,365.55200,1,25,16777215,1581335586,2020-02-10 05:53:06,627,0,28412955260878848,d2e24eb2,同款！油皮喜欢,,87976912
98,,205.38300,1,25,16777215,1581335622,2020-02-10 05:53:42,627,0,28412974253211648,b401326,嘎嘎嘎嘎嘎嘎哈哈哈哈哈哈烦了,,87976912
99,,369.43800,1,25,16777215,1581335597,2020-02-10 05:53:17,627,0,28412961189527556,68308b07,准备买了！,,87976912
100,,327.75800,1,25,16777215,1581335644,2020-02-10 05:54:04,627,0,28412985728303108,ff9e1c28,我用不惯小的 直接大的全脸,,87976912
101,,49.30000,1,25,16777215,1581335605,2020-02-10 05:53:25,627,0,28412965067685890,c52dae4,皮肤看起来好好啊今天,,87976912
102,,183.50200,1,25,16777215,1581335687,2020-02-10 05:54:47,627,0,28413008043048962,dd5de738,干皮哭了,,87976912
103,,222.21000,1,25,16777215,1581335690,2020-02-10 05:54:50,627,0,28413009679351812,8e41a2af,一直在用绿色款的，填毛孔还控油，缺点就是贵,,87976912
104,,307.36000,1,25,16777215,1581335666,2020-02-10 05:54:26,627,0,28412997371166724,e498f0b7,哈哈哈哈哈哈,,87976912
105,,65.83100,1,25,16777215,1581335708,2020-02-10 05:55:08,627,0,28413019517091904,dc29df5,头发长得真快,,87976912
106,,226.25300,1,25,16777215,1581335719,2020-02-10 05:55:19,627,0,28413024924073984,8773c464,有,,87976912
107,,945.51200,1,25,16777215,1581335750,2020-02-10 05:55:50,627,0,28413041483710530,2e06c6da,好看,,87976912
108,,102.91700,1,25,16777215,1581335731,2020-02-10 05:55:31,627,0,28413031445168128,707a2d5e,安耐晒会闷痘吗？,,87976912
109,,442.66800,1,25,16777215,1581335769,2020-02-10 05:56:09,627,0,28413051053539330,1b059d2,同款！,,87976912
110,,457.38200,1,25,16777215,1581335777,2020-02-10 05:56:17,627,0,28413055312330754,ce1ac7a5,而我只会用完了,,87976912
111,,1001.04600,1,25,16777215,1581335786,2020-02-10 05:56:26,627,0,28413060023582722,fb56c037,我用会晕,,87976912
112,,140.89300,1,25,16777215,1581335729,2020-02-10 05:55:29,627,0,28413030528712708,a8dfbfca,油皮谨慎种草，长闭口,,87976912
113,,25.32100,1,25,16777215,1581335813,2020-02-10 05:56:53,627,0,28413074600361984,376b1141,交出眼影盘 太美了,,87976912
114,,169.27800,1,25,16777215,1581335814,2020-02-10 05:56:54,627,0,28413074959499266,5776d77,w和防晒会打架,,87976912
115,,187.01000,1,25,16777215,1581335815,2020-02-10 05:56:55,627,0,28413075516817412,707a2d5e,用量少一点不会搓泥的,,87976912
116,,295.81800,1,25,16777215,1581335826,2020-02-10 05:57:06,627,0,28413081331171330,159ef635,用过RT没用过三月兔下次试试,,87976912
