Showing_time
0.0
0.006
0.006
0.018000000000000002
0.018000000000000002
0.067
0.067
0.185
0.248
0.345
0.385
0.481
0.518
0.565
0.614
0.765
0.7909999999999999
0.865
0.985
1.025
1.061
1.101
1.261
1.369
1.6780000000000002
1.729
1.806
1.958
2.009
2.013
2.269
2.3480000000000003
2.358
2.487
2.548
2.688
2.688
3.097
3.406
3.406
3.427
3.463
3.645
3.677
3.849
4.0680000000000005
4.163
4.388
4.587
4.589
4.609
4.626
4.825
5.1080000000000005
5.122999999999998
5.185
5.242000000000001
5.252999999999999
5.295
5.316
5.535
5.72
5.768
5.805
5.806
5.869
5.893
5.9220000000000015
6.04
6.148
6.148
6.211
6.348
6.359
6.388
6.51
6.547999999999999
6.573
6.627999999999999
6.723
6.728
6.817
6.943
6.988
7.209
7.364
7.491
7.564
7.747000000000001
7.747999999999998
7.825
8.035
8.047
8.113999999999999
8.124
8.173
8.271
8.361
8.38
8.398
8.423
8.538
8.661
8.868
8.954
8.954
9.102
9.296
9.607
9.756
9.763
9.994
10.272
10.285
10.302
10.404000000000002
10.481
10.524
10.671
10.806
10.945
11.025
11.033
11.068
11.749
11.781
11.895
12.314
12.78
13.04
13.508
13.787
13.849
14.02
14.175999999999998
14.348
14.385
15.255999999999998
15.542
15.683
15.984000000000002
16.172
16.526
16.57
16.585
16.822
17.093
17.19
17.389
17.633
17.673
18.734
19.768
19.812
20.018
20.428
20.625
20.865
21.361
21.47
21.495
21.522
22.051
22.428
22.508000000000006
22.532
22.545
22.677
22.698
22.798
23.154
23.966
24.773000000000003
25.477
25.707
26.067
26.768
27.601
27.77
27.78
27.905
27.971
28.424
28.739
28.873
29.088
29.124
29.393
29.428
29.549
29.569000000000006
29.889
29.909
29.985
30.063
30.338
30.399
30.749
30.791
30.825
30.939
31.488000000000003
31.54
31.981
31.988000000000003
32.016
32.119
32.797
32.92
33.144
33.436
33.438
33.698
33.706
33.771
34.118
34.241
34.651
35.063
35.113
35.305
35.485
35.497
35.93199999999999
35.972
36.101
36.191
36.384
36.715
36.982
37.029
37.272
37.321
37.425
37.906
38.645
38.704
39.064
39.088
39.445
39.585
39.614
39.692
40.589
40.605
40.644
40.685
40.705
40.785
40.788
41.188
41.511
41.692
41.848
42.028
42.225
42.36
42.69
42.848
43.05
43.332
43.606
43.728
44.208
44.422
44.724
44.938
44.995
45.097
45.176
45.345
45.75
45.805
46.069
46.21
46.218
46.221
46.269
46.326
46.471
46.9
46.928
47.207
47.456
47.908
48.346
48.368
48.585
48.774
49.542
49.67100000000001
49.816
49.944
50.129
50.339
50.403
50.412
51.788
51.967
52.353
52.45
53.17
53.207
53.65600000000001
54.025
54.851000000000006
55.225
55.265
55.497
55.524
55.813
55.875
56.945
57.073
57.283
57.582
58.179
58.776
58.947
59.544
59.581
59.629
59.691
59.926
60.825
60.945
61.265
62.645
63.348
63.805
63.82100000000001
63.932
64.185
64.592
64.763
65.189
65.652
65.882
66.203
66.247
66.541
66.705
66.945
67.028
67.465
67.907
67.922
67.922
68.49
69.273
70.58800000000002
71.05
71.405
71.532
71.928
72.105
72.255
74.185
74.866
74.982
76.547
78.14699999999998
78.307
78.388
78.453
78.602
79.086
79.363
79.82600000000002
79.868
80.057
80.263
80.28
80.538
81.868
81.876
82.016
82.242
82.25399999999998
82.51299999999998
83.208
83.745
83.943
84.524
84.655
84.693
84.855
85.059
86.462
86.484
86.56200000000003
87.24600000000002
87.865
88.045
88.134
88.61399999999998
88.806
88.81700000000002
89.145
89.542
90.069
90.093
91.034
91.065
91.305
91.545
91.665
91.779
93.265
93.453
93.592
93.677
93.763
94.248
94.577
94.829
95.317
96.452
96.508
96.551
96.725
96.878
96.92
97.069
97.261
97.346
97.449
97.629
97.646
97.702
97.833
97.835
97.868
98.177
98.251
98.714
98.893
98.924
99.086
99.565
99.632
100.226
100.228
100.842
101.225
101.407
101.812
101.883
102.313
102.364
102.516
102.739
102.739
102.739
102.739
103.178
103.347
103.45
103.665
103.675
103.772
103.786
103.807
103.807
103.858
104.119
104.17
104.254
104.406
105.327
105.473
105.858
106.097
106.173
106.503
106.771
106.905
107.407
107.508
107.545
107.645
107.731
107.785
107.928
108.025
108.303
108.605
109.193
109.266
109.27
109.293
109.385
109.71
109.863
109.891
110.075
110.538
110.634
110.788
111.104
111.483
111.585
112.006
112.007
112.705
112.705
112.739
112.863
113.035
113.069
113.304
113.427
113.884
113.907
113.908
113.909
114.266
114.366
114.385
114.429
114.897
115.055
115.167
115.372
115.758
115.825
116.108
116.134
116.346
116.348
116.423
116.57
116.627
116.632
116.953
117.163
117.193
117.252
117.458
117.656
117.748
118.019
118.054
118.237
118.253
119.005
119.215
119.359
120.087
120.184
120.508
121.252
121.628
121.963
122.53
123.117
123.288
123.546
123.547
123.606
123.914
124.281
124.659
124.921
125.188
125.948
126.111
126.171
126.35
126.767
126.966
127.005
127.036
127.31
127.384
127.482
127.524
127.608
129.071
129.095
130.72799999999998
131.38299999999998
132.325
132.428
133.217
133.246
133.607
133.77700000000002
133.984
134.503
134.761
135.86700000000002
136.155
136.52
137.342
139.007
139.912
141.872
142.829
143.792
144.27
144.406
144.535
146.11700000000005
146.454
146.519
148.056
148.67
149.246
150.139
150.145
151.049
151.975
154.85
155.828
155.852
156.267
156.995
157.067
157.143
157.645
159.238
159.325
159.44899999999996
159.458
159.517
160.105
160.702
160.933
161.313
162.225
162.398
162.686
163.395
165.114
165.268
165.62
165.66400000000004
165.66400000000004
165.66400000000004
165.977
166.445
166.699
167.132
167.148
168.38
168.963
170.145
170.584
171.108
171.283
171.55700000000004
172.132
172.27599999999995
172.577
172.673
173.149
173.485
174.06099999999995
174.502
174.892
174.954
175.34099999999995
176.308
177.24599999999995
177.96400000000003
178.386
178.683
178.78799999999995
179.11
180.025
180.11900000000003
180.598
181.827
182.04
182.351
182.351
182.412
182.525
182.986
183.34
183.56
183.687
184.083
184.134
184.432
184.469
184.508
185.155
185.745
186.217
186.52
187.073
187.322
187.701
187.864
188.526
188.547
188.662
189.21400000000003
189.574
189.848
190.09
190.497
190.542
190.752
190.763
190.958
191.213
191.344
191.785
192.044
