Row_no,No,Showing_time,Mode,Font_size,Font_color,Created_time,Converted_time,Time_interval,Danmaku_pool,RowID,user_id_encrypt,Barrages_original,Barrages_simplified,VideoID
1,,598.90500,1,25,16777215,1582810823,2020-02-27 07:40:23,644,0,29186404615454727,aa056f8a,aj1299,,91188408
2,,919.57100,1,25,16777215,1582810838,2020-02-27 07:40:38,644,0,29186412320391175,a91060e7,看了这个，我突然感觉自己活的还不错,,91188408
3,,1154.79300,1,25,16777215,1582810896,2020-02-27 07:41:36,644,0,29186442685579271,3c88cfc6,别选土木…,,91188408
4,,1151.26000,1,25,16777215,1582810898,2020-02-27 07:41:38,644,0,29186443615666179,156e09c8,土木的搬砖工欲哭无泪,,91188408
5,,61.06400,1,25,16646914,1582810912,2020-02-27 07:41:52,644,0,29186450917949443,507ff8e5,up不是人！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,,91188408
6,,342.03400,1,25,16777215,1582810919,2020-02-27 07:41:59,644,0,29186454704881671,ae31997c,BGM是啥,,91188408
7,,462.69900,1,25,16777215,1582810923,2020-02-27 07:42:03,644,0,29186456816713733,fcb52ecf,穷得只能三顿吃汤面再加点耗油了,,91188408
8,,1177.94000,1,25,16777215,1582810924,2020-02-27 07:42:04,644,0,29186457553862659,3c88cfc6,T﹏T,,91188408
9,,1016.70800,1,25,16777215,1582810935,2020-02-27 07:42:15,644,0,29186463267553287,a91060e7,6666666,,91188408
10,,1153.04300,1,25,16777215,1582810951,2020-02-27 07:42:31,644,0,29186471506214915,6b5e01b,别人不尊重我怎么办，叫他们来看你视频么？？,,91188408
11,,96.37300,1,25,16777215,1582811055,2020-02-27 07:44:15,644,0,29186526011195399,cbf4b1c6,众所周知，统计局的数据的意义,,91188408
12,,587.21900,1,25,16777215,1582811064,2020-02-27 07:44:24,644,0,29186530896510983,fcb52ecf,酒会喝一点，但是烟不抽,,91188408
13,,1150.22700,1,25,16777215,1582811069,2020-02-27 07:44:29,644,0,29186533237981187,a91060e7,别报机械,,91188408
14,,21.02200,1,25,16777215,1582811078,2020-02-27 07:44:38,644,0,29186537931407363,bdac6f02,月薪三千房贷三千哈哈哈他马勒戈壁,,91188408
15,,1194.71700,1,25,16777215,1582811113,2020-02-27 07:45:13,644,0,29186556561457155,a91060e7,开车床去了，再见,,91188408
16,,1235.66100,1,25,16777215,1582811129,2020-02-27 07:45:29,644,0,29186564984143875,31091659,66666,,91188408
17,,890.20100,1,25,16777215,1582811222,2020-02-27 07:47:02,644,0,29186613343944711,63445b0,这个忍不住说一句 分专业，清北如果毕业去金融行业做咨询师或华为BTA 毕业3年年薪70差不多的,,91188408
18,,82.08400,1,25,16777215,1582811238,2020-02-27 07:47:18,644,0,29186622211751943,7cef6208,你是人吗,,91188408
19,,185.62100,1,25,16777215,1582811255,2020-02-27 07:47:35,644,0,29186630858833923,1612f8e3,其实我国贫富差距大。选中位数应该能更好的代表普通人水平,,91188408
20,,1161.79300,5,25,16646914,1582811255,2020-02-27 07:47:35,644,0,29186631194378247,634bf5f0,来物流,,91188408
21,,642.10000,1,25,16777215,1582811274,2020-02-27 07:47:54,644,0,29186640689233925,edb36ac9,我都不买衣服,,91188408
22,,300.78000,1,25,16777215,1582811287,2020-02-27 07:48:07,644,0,29186647695294469,afa02fc6,我不是人,,91188408
23,,483.30800,1,25,16777215,1582811332,2020-02-27 07:48:52,644,0,29186671469658115,e5151751,纽约也分曼哈顿和布鲁克林的,,91188408
24,,123.57400,1,25,52480,1582811338,2020-02-27 07:48:58,644,0,29186674363203589,373e726a,太难了,,91188408
25,,418.34300,1,25,16777215,1582811348,2020-02-27 07:49:08,644,0,29186679429398533,ccd053a1,北京自如，清河，3500,,91188408
26,,169.51900,1,25,16777215,1582811359,2020-02-27 07:49:19,644,0,29186685498032131,bee2d4f5,123456789123456789123456789123,,91188408
27,,1207.67800,1,25,16777215,1582811385,2020-02-27 07:49:45,644,0,29186699178278919,90151337,三连了,,91188408
28,,1145.02400,5,25,15138834,1582811396,2020-02-27 07:49:56,644,0,29186704725246023,e28d4e97,土木一年10万,,91188408
