Row_no,No,Showing_time,Mode,Font_size,Font_color,Created_time,Converted_time,Time_interval,Danmaku_pool,RowID,user_id_encrypt,Barrages_original,Barrages_simplified,VideoID
1,,1108.28100,1,25,16777215,1583369290,2020-03-04 18:48:10,650,0,29978991187197955,5529e969,空瓶由我承包,,91188408
2,,856.31800,1,25,16777215,1583369235,2020-03-04 18:47:15,650,0,29978991188246531,ced1c6c5,你自己信吗？扯的没边儿了,,91188408
3,,225.81300,1,25,16777215,1583368382,2020-03-04 18:33:02,650,0,29978991189819395,713477f8,还是考公务员吧，我,,91188408
4,,936.04200,1,25,16777215,1583337739,2020-03-04 10:02:19,650,0,29978991190867973,bc78cbcd,up主说的平均呀,,91188408
5,,878.07300,1,25,16777215,1583337681,2020-03-04 10:01:21,650,0,29978991191392261,bc78cbcd,原来本科率这么低,,91188408
6,,76.70700,1,25,16777215,1583368233,2020-03-04 18:30:33,650,0,29978991192440835,713477f8,加油，大家一起变亚人,,91188408
7,,244.47800,1,25,16777215,1583337256,2020-03-04 09:54:16,650,0,29978991192440837,291623d2,我和马云资产总和超100000000,,91188408
8,,965.44400,1,25,16777215,1583366774,2020-03-04 18:06:14,650,0,29978991193489411,d3ae64e,我们这里初升高3000个人  才招1400人  整个县  还有很多初一初二就不读书的,,91188408
9,,605.31300,1,25,16777215,1583366396,2020-03-04 17:59:56,650,0,29978991194013699,d3ae64e,很真实  小县城的国企2000多很正常,,91188408
10,,1178.48100,1,25,16777215,1583334800,2020-03-04 09:13:20,650,0,29978991194013701,17abdae8,？？？？这谁啊？？？。,,91188408
11,,1226.07100,1,25,16777215,1583334679,2020-03-04 09:11:19,650,0,29978991195062277,9c087684,有心了,,91188408
12,,848.36400,1,25,16777215,1583365677,2020-03-04 17:47:57,650,0,29978991196635139,85aabd80,？？？？我初中同学只有个位数没上高中啊,,91188408
13,,166.79400,1,25,16777215,1583334457,2020-03-04 09:07:37,650,0,29978991196635141,96310674,你讽刺我，我得打你,,91188408
14,,20.23900,1,25,16777215,1583365414,2020-03-04 17:43:34,650,0,29978991197683715,58443e83,我早餐才四块五,,91188408
15,,1153.21300,1,25,16707842,1583334230,2020-03-04 09:03:50,650,0,29978991197683781,f2aa6bb4,土木报道,,91188408
16,,1219.75800,1,25,16777215,1583364456,2020-03-04 17:27:36,650,0,29978991198732291,a4fc0e67,说的很对,,91188408
17,,1170.54600,4,25,15138834,1583333895,2020-03-04 08:58:15,650,0,29978991200305157,7bfe415f,我老婆是王菠萝！！！,,91188408
18,,621.33100,1,25,16777215,1583361759,2020-03-04 16:42:39,650,0,29978991200829443,e2f0244b,我依然很困惑，可是又不知道困惑啥,,91188408
19,,517.30600,1,25,16777215,1583361655,2020-03-04 16:40:55,650,0,29978991201878019,e2f0244b,在亮眼的地方，工资高过3000我依然很穷,,91188408
20,,49.82000,1,25,16777215,1583344646,2020-03-04 11:57:26,650,0,29978991211315203,6d46e405,我不是普通人 我是穷人,,91188408
21,,411.59600,1,25,16777215,1583343370,2020-03-04 11:36:10,650,0,29978991212888067,a05f6510,做梦呢2000,,91188408
22,,304.38200,1,25,16777215,1583339280,2020-03-04 10:28:00,650,0,29978991213936643,a14c0e3c,泪目,,91188408
23,,138.77800,1,25,16777215,1583339100,2020-03-04 10:25:00,650,0,29978991214985219,40a0b33d,2分钟数据站不住脚，后面,,91188408
24,,948.49500,1,25,16777215,1583337837,2020-03-04 10:03:57,650,0,29978991216558083,bc78cbcd,前面网课的，我今天昨天看一个视频才晓得一家三个孩子只有一台智能机然后其中一个自杀了正在抢救,,91188408
25,,485.15900,5,25,8700107,1583335056,2020-03-04 09:17:36,650,0,29978991221800963,3f63e1a2,我服了，一个早餐，是我吃一天的钱，原来还有这么富的,,91188408
26,,385.20400,1,25,16777215,1583334013,2020-03-04 09:00:13,650,0,29978991227043843,7ea18721,合租都很少有2000以下的了 十二三平米左右,,91188408
27,,651.48300,1,25,16777215,1583333255,2020-03-04 08:47:35,650,0,29978991764439045,4bee4700,中上游过分了啊！,,91188408
28,,556.81100,1,25,16777215,1583332952,2020-03-04 08:42:32,650,0,29978991764963333,63ec8fee,emmmmmmm,,91188408
29,,1034.95500,1,25,16777215,1583332750,2020-03-04 08:39:10,650,0,29978991766536197,3c4d9ae3,我是无收入唉,,91188408
