Row_no,No,Showing_time,Mode,Font_size,Font_color,Created_time,Converted_time,Time_interval,Danmaku_pool,RowID,user_id_encrypt,Barrages_original,Barrages_simplified,VideoID
1,,283.38800,1,25,16777215,1564494067,2019-07-30 08:41:07,432,0,19583149184909316,ecc7498e,要是你机箱短路SSD数据会全没但机械不会有影响,,61437877
2,,6.21100,5,25,15138834,1564494089,2019-07-30 08:41:29,432,0,19583160630640640,f078b445,这是你的硬盘,,61437877
3,,287.90000,1,25,16777215,1564494025,2019-07-30 08:40:25,432,0,19583127113957376,a57d90ab,好的，丈母娘,,61437877
4,,9.75600,1,25,16777215,1564494037,2019-07-30 08:40:37,432,0,19583133131735044,e4c0fccf,20分钟,,61437877
5,,107.73100,1,25,16777215,1564494115,2019-07-30 08:41:55,432,0,19583174228574210,fd89377c,金士顿,,61437877
6,,3.40600,1,25,16777215,1564494115,2019-07-30 08:41:55,432,0,19583174341820416,4a936885,21min前,,61437877
7,,8.11400,1,25,16777215,1564494119,2019-07-30 08:41:59,432,0,19583176185741316,35ae578a,21分钟前！,,61437877
8,,78.30700,1,25,16777215,1564494124,2019-07-30 08:42:04,432,0,19583178865377280,989fb3f6,不是Win10，差评,,61437877
9,,166.44500,1,25,16777215,1564494127,2019-07-30 08:42:07,432,0,19583180669452292,c790d77b,你好坏坏,,61437877
10,,165.62000,1,25,16777215,1564494141,2019-07-30 08:42:21,432,0,19583188032028672,d38a3c98,那要是一直存不满呢,,61437877
11,,3.40600,1,25,16777215,1564494096,2019-07-30 08:41:36,432,0,19583164020162560,4a936885,hi,,61437877
12,,108.30300,1,25,16777215,1564494148,2019-07-30 08:42:28,432,0,19583191286808576,c32da855,0或1惹,,61437877
13,,227.61700,1,25,16777215,1564494107,2019-07-30 08:41:47,432,0,19583170069921792,12540ed,海康威视10年,,61437877
14,,225.85900,1,25,16777215,1564494179,2019-07-30 08:42:59,432,0,19583207738441732,81f625b9,硬盘可以保修   数据不行,,61437877
15,,271.67200,1,25,16777215,1564494160,2019-07-30 08:42:40,432,0,19583197752328194,23650c86,cxk？？,,61437877
16,,1.36900,1,25,16777215,1564494161,2019-07-30 08:42:41,432,0,19583198337957888,92364b1c,好的，丈母娘,,61437877
17,,20.42800,5,25,16777215,1564494167,2019-07-30 08:42:47,432,0,19583201541881856,54b90be5,我怎么感觉好像看过这期,,61437877
18,,271.06000,1,25,16777215,1564494172,2019-07-30 08:42:52,432,0,19583204219420736,e34a6db1,修仙秘籍,,61437877
19,,282.16800,1,25,16777215,1564494244,2019-07-30 08:44:04,432,0,19583241918349314,14807a06,这集质量爆炸!太精彩了!,,61437877
20,,2.68800,1,25,16777215,1564494267,2019-07-30 08:44:27,432,0,19583253921398784,f8cda392,hhh此前有一期说机械硬盘储存数据时间更长,,61437877
21,,212.75700,1,25,16777215,1564494282,2019-07-30 08:44:42,432,0,19583261580722180,5b1e9a72,你那个是主控坏了,,61437877
22,,272.51500,1,25,16777215,1564494319,2019-07-30 08:45:19,432,0,19583281400905730,c790d77b,但是固体一但坏了就GG了,,61437877
23,,5.53500,1,25,16777215,1564494324,2019-07-30 08:45:24,432,0,19583283642236928,3b4c918a,这是我的硬盘,,61437877
24,,212.75700,1,25,16777215,1564494290,2019-07-30 08:44:50,432,0,19583266193932290,5b1e9a72,而且浦科特5年质保,,61437877
25,,203.71900,1,25,16777215,1564494291,2019-07-30 08:44:51,432,0,19583266460794882,b21882e6,讲的好透彻,,61437877
26,,46.21000,5,25,16777215,1564494336,2019-07-30 08:45:36,432,0,19583289855574018,fea81a26,燕子！,,61437877
27,,0.79100,1,25,16777215,1564494338,2019-07-30 08:45:38,432,0,19583291097088000,6880d21a,来了,,61437877
28,,287.70400,1,25,16777215,1564494348,2019-07-30 08:45:48,432,0,19583296345735168,81f625b9,ssd pls,,61437877
29,,274.54800,1,25,16777215,1564494293,2019-07-30 08:44:53,432,0,19583267426533380,d8d52e08,回形针恰饭所,,61437877
30,,0.06700,1,25,16777215,1564494390,2019-07-30 08:46:30,432,0,19583318402531330,12c65952,25分钟前,,61437877
31,,249.32300,1,25,16777215,1564494394,2019-07-30 08:46:34,432,0,19583320238587904,3747ab07,老莱哈哈哈哈哈哈,,61437877
